motif_name,motif_idx,sequence_name,start,end,strand,score,p-value,q-value,test_idx
pos_patterns.pattern_10,2,126,86,94,+,13.832617807663564,1.0773062967928142e-05,0.0002605018311287305,237732
pos_patterns.pattern_4,10,127,189,208,+,8.95595636005716,0.00039147127790784003,0.00098662318380463,175114
pos_patterns.pattern_0,0,130,109,119,-,9.823026972748226,0.0002899169921875003,0.0006672287261940927,134853
pos_patterns.pattern_4,10,136,222,243,-,11.92832987552604,4.883391557086726e-05,0.0006539914575471047,47730
pos_patterns.pattern_12,4,140,150,167,-,14.968557398446581,1.840718619633339e-06,9.25353402253928e-05,301192
pos_patterns.pattern_2,8,140,222,230,+,11.637240656697323,5.592027628154023e-05,0.0004105056645213067,301192
pos_patterns.pattern_14,6,145,170,182,-,11.14715909331289,7.468048071679335e-05,0.0005088139358176058,85345
pos_patterns.pattern_2,8,145,141,151,+,8.878428936767548,0.0004644527098207615,0.000802849829437876,85345
pos_patterns.pattern_11,3,148,113,127,+,16.223031340682095,1.69503437064122e-06,0.00030371934041216773,224058
pos_patterns.pattern_9,15,150,219,232,-,17.202421507498467,5.683514245902183e-07,4.889208474462682e-05,396510
pos_patterns.pattern_6,12,150,65,80,+,10.314764475892497,0.0001511789769210734,0.0007114007375516741,396510
pos_patterns.pattern_12,4,156,18,25,+,14.99550217540568,1.8407186196333343e-06,9.25353402253928e-05,1444
pos_patterns.pattern_12,4,156,133,144,+,12.29902859299385,1.4882537012384457e-05,0.0001980375931520173,1444
pos_patterns.pattern_0,0,158,231,240,-,10.803411591504235,0.00012207031250000016,0.0005504136444419949,83805
pos_patterns.pattern_2,8,161,137,145,+,10.504402468482098,0.00015036362492537586,0.0005752489948498728,99846
pos_patterns.pattern_2,8,161,174,184,+,9.707392209324318,0.0002696993760764597,0.0006805695193179413,99846
pos_patterns.pattern_3,9,161,122,132,+,7.023655191603082,0.0007600508643008643,0.0008615363582099414,99846
pos_patterns.pattern_1,1,163,232,241,-,10.979802752063282,0.00015830993652343758,0.0005410860313751671,181541
pos_patterns.pattern_12,4,163,188,200,+,5.920339250266658,0.0004539535807974532,0.0007374089953281579,181541
pos_patterns.pattern_2,8,164,98,105,+,7.283195850681485,0.0009664366834840599,0.0009664366834840611,359974
pos_patterns.pattern_3,9,165,159,179,-,17.85214965962957,5.372930900193746e-08,8.517090464010828e-07,9751
pos_patterns.pattern_7,13,165,113,124,+,10.844552841565555,0.00010051957997347928,0.0005076746463307034,9751
neg_patterns.pattern_0,16,170,199,209,+,8.321182406502459,0.0008068084716796865,0.0009110088278006793,92764
pos_patterns.pattern_1,1,171,144,154,-,9.549519096700267,0.00045108795166015544,0.0007230965286474636,229754
pos_patterns.pattern_9,15,172,217,228,-,16.137505267516612,1.5490577425225615e-06,9.419873548063921e-05,235723
pos_patterns.pattern_1,1,172,232,242,-,12.338865638783595,1.0490417480468743e-05,0.0002712673611111109,235723
pos_patterns.pattern_1,1,172,203,213,-,9.89795829893554,0.00039291381835937457,0.0006956150587828485,235723
pos_patterns.pattern_13,5,173,115,125,+,14.804174603761341,1.3490147753406701e-06,1.4113138591041824e-05,250847
pos_patterns.pattern_1,1,173,69,73,+,11.528989251945712,6.771087646484371e-05,0.0004012496383101855,250847
pos_patterns.pattern_2,8,173,22,31,-,10.471728733653663,0.00016269119805656344,0.0005792831477258116,250847
pos_patterns.pattern_1,1,174,71,81,-,10.812982304814783,0.00017738342285156266,0.0005690495770676698,68050
pos_patterns.pattern_8,14,175,209,221,-,11.759869885129305,4.745277328765947e-05,0.000803654360806244,245933
pos_patterns.pattern_7,13,175,65,75,-,7.173540846756152,0.0008328062467626295,0.0009572485594972753,245933
pos_patterns.pattern_4,10,176,123,143,-,8.178054577020308,0.0005947891550022173,0.0009885824158962244,215956
pos_patterns.pattern_2,8,177,11,18,+,13.678197911944299,4.499485839914996e-06,0.00018166674078656797,96818
pos_patterns.pattern_1,1,177,57,68,-,11.459842269757026,7.915496826171879e-05,0.00042931508209745784,96818
pos_patterns.pattern_0,0,177,124,133,+,9.652800105641195,0.00032806396484375,0.0006672287261940927,96818
pos_patterns.pattern_14,6,177,76,86,+,7.9461830152385,0.0004215689501476655,0.0008230500847856838,96818
pos_patterns.pattern_5,11,178,90,99,-,14.073999602591046,1.4995876881585e-05,0.00027310287642818784,15704
pos_patterns.pattern_1,1,178,187,197,+,12.198769194389786,1.811981201171877e-05,0.0003385891879562048,15704
pos_patterns.pattern_5,11,178,103,111,+,11.87173511395469,7.133930466807204e-05,0.0004154692838257101,15704
pos_patterns.pattern_2,8,181,212,224,+,12.021158824795888,3.6696250390377834e-05,0.00033455734730904955,318071
pos_patterns.pattern_2,8,182,118,130,-,12.469887498373467,2.319759914826136e-05,0.0002850531069251033,396680
pos_patterns.pattern_4,10,184,97,109,-,11.82703137440477,5.32908416062128e-05,0.0006609566367539328,219877
pos_patterns.pattern_0,0,184,116,129,+,8.653261246900678,0.000537872314453125,0.000793052864472902,219877
pos_patterns.pattern_13,5,186,158,177,-,23.34755756675604,5.375929687566339e-09,1.6073211096327786e-07,394605
pos_patterns.pattern_2,8,186,82,91,-,13.240040941412797,8.161840924003634e-06,0.00019425181399128648,394605
pos_patterns.pattern_13,5,186,188,219,-,9.484287583578665,1.778254544345346e-05,9.470089752435884e-05,394605
pos_patterns.pattern_9,15,186,102,111,+,4.2503348603327495,0.0008509143535775361,0.0009625320478088434,394605
pos_patterns.pattern_0,0,187,228,240,-,12.817731041433657,1.525878906250002e-05,0.0005122641442527239,38225
pos_patterns.pattern_7,13,187,123,136,+,12.805199030288707,2.045259134320082e-05,0.0002801724841534359,38225
pos_patterns.pattern_6,12,189,119,131,-,10.099843004799899,0.00018326702047488633,0.000728121373764171,15698
pos_patterns.pattern_5,11,191,146,160,+,14.283234437431688,1.2406090718286574e-05,0.00027310287642818784,175631
pos_patterns.pattern_1,1,191,107,114,+,11.302573570802352,9.155273437499988e-05,0.0004533365570599613,175631
pos_patterns.pattern_14,6,191,206,221,+,10.613234191444448,0.00010090705602294734,0.0005497504636878612,175631
pos_patterns.pattern_1,1,191,117,124,-,10.47954095350905,0.0002622604370117187,0.0006222305085727524,175631
pos_patterns.pattern_2,8,192,157,169,-,13.268499525406014,8.161840924003634e-06,0.00019425181399128648,371115
pos_patterns.pattern_2,8,192,116,127,+,8.689820857904364,0.0005166394657862835,0.0008255277965673407,371115
pos_patterns.pattern_2,8,192,204,215,+,7.852915124826906,0.0007563511853732044,0.0009179334568592673,371115
pos_patterns.pattern_2,8,193,78,90,-,15.487096617134055,1.2624605005839855e-07,3.568028989775489e-05,358632
pos_patterns.pattern_2,8,193,6,18,-,11.301216155791954,7.497825299651587e-05,0.00045327762038802776,358632
pos_patterns.pattern_12,4,194,205,237,-,9.897335444965936,6.736800463347277e-05,0.00036018965250117344,43689
pos_patterns.pattern_10,2,196,82,95,+,19.840356238955927,2.9427610570564797e-08,1.3377791765378757e-05,188324
pos_patterns.pattern_1,1,196,52,62,+,11.995842171179849,3.0517578125e-05,0.00036922501929012374,188324
pos_patterns.pattern_0,0,196,31,40,-,10.803411591504235,0.00012207031250000016,0.0005504136444419949,188324
pos_patterns.pattern_1,1,198,8,16,-,9.746391644800061,0.0004138946533203118,0.0007082689254679141,276765
pos_patterns.pattern_2,8,198,56,67,-,9.504430339785374,0.0003072951931244457,0.0007046596669922635,276765
pos_patterns.pattern_14,6,198,19,33,+,8.34387318887772,0.0003477229174704272,0.0007885058727475721,276765
pos_patterns.pattern_8,14,199,230,246,-,13.925329756454929,5.9846606745850236e-06,0.0005970849919182135,189356
pos_patterns.pattern_0,0,199,174,183,-,9.652800105641195,0.0003280639648437504,0.0006672287261940927,189356
pos_patterns.pattern_6,12,203,5,29,+,12.783166065681165,2.365411728533215e-05,0.0004511702621295455,300890
pos_patterns.pattern_4,10,204,177,193,+,11.573187780097529,6.862346981506546e-05,0.0006695689983384261,7508
pos_patterns.pattern_2,8,204,119,130,+,9.45414948260273,0.00032730436578276545,0.0007233970391347338,7508
pos_patterns.pattern_15,7,207,113,139,+,10.693743596259955,8.700909309034038e-06,4.434405920054674e-05,1037
pos_patterns.pattern_3,9,207,207,215,+,8.267659590747563,0.00040592019922769374,0.0006139005133196223,1037
pos_patterns.pattern_1,1,208,173,183,+,10.795663565674854,0.00019836425781250005,0.0005836925287356323,12581
pos_patterns.pattern_0,0,208,160,169,-,10.277580251876334,0.00021743774414062522,0.0006084350877971745,12581
pos_patterns.pattern_9,15,208,123,130,-,6.494543052746646,0.00039187898619275064,0.0008096995807274935,12581
pos_patterns.pattern_15,7,209,116,166,-,22.508976233575854,2.0770739032768774e-08,3.972839676867236e-07,350026
pos_patterns.pattern_12,4,209,51,101,+,8.907744767496961,0.0001105530085284415,0.0004263456301119995,350026
pos_patterns.pattern_11,3,209,15,35,+,8.644197330665612,0.000220799756789347,0.0009714593461467306,350026
pos_patterns.pattern_8,14,209,4,24,-,8.621614998622313,0.00043327736784704057,0.0009287429076098197,350026
pos_patterns.pattern_11,3,209,222,242,+,7.882449467727607,0.0003098478682659331,0.0009714593461467306,350026
pos_patterns.pattern_8,14,209,211,231,-,7.404159227904192,0.0008733003887755333,0.000963155275715873,350026
pos_patterns.pattern_3,9,209,40,60,-,7.297834276586197,0.0006873597794765377,0.0008187105351093455,350026
pos_patterns.pattern_9,15,209,182,202,+,4.3735529558851844,0.0008235311624957833,0.0009542031570705084,350026
pos_patterns.pattern_5,11,210,207,227,+,12.564997574385613,4.7662846554885544e-05,0.0003765715339942983,120657
pos_patterns.pattern_12,4,210,43,93,-,10.791877632965392,3.9557362575461524e-05,0.000298471766534053,120657
pos_patterns.pattern_8,14,210,6,26,-,8.390658127397487,0.0005198650651436767,0.0009287429076098197,120657
pos_patterns.pattern_4,10,210,159,179,-,8.015636518680541,0.0006250395372262572,0.0009885824158962244,120657
pos_patterns.pattern_12,4,210,77,127,-,7.534871504629694,0.00022317364595813714,0.0005654003865058645,120657
pos_patterns.pattern_5,11,210,147,167,+,3.8418072974377275,0.000969221062405265,0.0009894803150161116,120657
pos_patterns.pattern_3,9,211,204,224,+,13.70485284625273,8.502890523232071e-06,4.9966642708604025e-05,390880
pos_patterns.pattern_8,14,211,147,167,-,9.97014636595213,0.00018571620603324864,0.0008727315913953749,390880
pos_patterns.pattern_4,10,211,16,36,+,9.559351362735187,0.00027775222679338163,0.0008990747436013254,390880
pos_patterns.pattern_3,9,211,137,157,+,9.003649160316705,0.00025820693099376453,0.0004749823773581577,390880
pos_patterns.pattern_8,14,211,192,212,-,8.788037501201952,0.0004073211202921811,0.0009287429076098197,390880
neg_patterns.pattern_0,16,211,223,233,-,8.676434262615098,0.0005254745483398432,0.0009110088278006793,390880
pos_patterns.pattern_9,15,211,52,72,+,7.1002298612896455,0.000298233650937618,0.0007594729869003456,390880
pos_patterns.pattern_3,9,211,107,127,+,6.801832494834102,0.000839150035972125,0.0009054358371329483,390880
pos_patterns.pattern_5,11,211,88,108,+,5.73589395147456,0.0005277343580019073,0.0008546353695147692,390880
pos_patterns.pattern_10,2,211,61,81,-,3.192361762906423,0.0008069675895967503,0.00097513946366476,390880
pos_patterns.pattern_13,5,212,92,142,-,15.431799600325698,9.737221451877777e-07,1.0924235114582879e-05,214149
pos_patterns.pattern_13,5,212,188,238,-,10.82776247718691,9.65319496767602e-06,6.146737119958028e-05,214149
neg_patterns.pattern_0,16,212,0,10,-,9.998754817909436,2.6702880859374993e-05,0.0006543939763849429,214149
pos_patterns.pattern_8,14,212,60,80,+,9.273585239885765,0.00029666101181646825,0.0009139414069500221,214149
pos_patterns.pattern_13,5,212,146,196,-,5.224505298818088,8.984861825365892e-05,0.0002829991238043054,214149
pos_patterns.pattern_13,5,212,124,174,-,2.782589833106747,0.000205890608283813,0.0004576210123742107,214149
pos_patterns.pattern_13,5,212,10,60,-,-2.171728140180358,0.0008022582565526682,0.0008796167407102041,214149
pos_patterns.pattern_3,9,213,121,141,+,12.784847054879583,2.019697876676218e-05,9.163576231986798e-05,332254
pos_patterns.pattern_2,8,213,59,79,+,9.13399114963121,0.0003922155374311838,0.0007691234433060769,332254
neg_patterns.pattern_0,16,213,200,210,+,8.683478588495001,0.0005254745483398432,0.0009110088278006793,332254
pos_patterns.pattern_7,13,213,107,127,-,7.639620335022355,0.0006564568529938691,0.0009011075538694153,332254
pos_patterns.pattern_13,5,213,132,182,+,5.251139441102692,8.98486182536587e-05,0.0002829991238043054,332254
pos_patterns.pattern_7,13,214,108,128,+,12.841201451047333,2.045259134320082e-05,0.0002801724841534359,165548
pos_patterns.pattern_9,15,214,22,42,+,11.846820521186338,3.129659398837244e-05,0.0003396402676830453,165548
pos_patterns.pattern_0,0,214,96,105,+,11.706928355078606,5.3405761718749986e-05,0.0005122641442527239,165548
pos_patterns.pattern_0,0,214,123,132,-,8.72255108478808,0.000514984130859376,0.0007928229807508104,165548
pos_patterns.pattern_0,0,214,162,171,-,7.870638413011491,0.0007820129394531257,0.0009065188978067623,165548
pos_patterns.pattern_7,13,214,136,156,+,7.543734227260701,0.0006891449520480816,0.0009043897008505007,165548
pos_patterns.pattern_10,2,214,2,22,-,4.225308177532099,0.0006077603629819342,0.0009503141903955478,165548
pos_patterns.pattern_10,2,215,137,157,-,10.707388636087463,5.9507940022740554e-05,0.0005906617802257174,25659
pos_patterns.pattern_7,13,215,5,25,-,8.982489754977747,0.0003320033647469235,0.0007288767612446181,25659
pos_patterns.pattern_12,4,215,97,147,-,8.517462906575117,0.00013623568866466524,0.0004561267229005874,25659
pos_patterns.pattern_0,0,215,181,190,-,7.637361832965453,0.0008544921874999998,0.0009374525940533978,25659
pos_patterns.pattern_7,13,215,39,59,+,7.541592744610012,0.0006891449520480816,0.0009043897008505007,25659
