motif_name,motif_idx,sequence_name,start,end,strand,score,p-value,q-value,test_idx
pos_patterns.pattern_5,5,30,130,160,+,9.04064950002175,7.555740454504897e-05,0.0002734581879760781,8240
pos_patterns.pattern_5,5,30,166,196,+,8.782263082421082,8.511380921797862e-05,0.0002978277569650665,8240
pos_patterns.pattern_5,5,31,183,213,+,16.553701134553553,1.811081710528103e-06,2.2746323864370816e-05,106323
pos_patterns.pattern_4,4,31,74,104,-,11.21884401354671,4.027938270273131e-05,0.00011109923632795608,106323
pos_patterns.pattern_0,0,31,158,178,-,10.966318209490812,0.00010562914940237498,0.00024931900445985736,106323
pos_patterns.pattern_3,3,31,111,141,+,4.259585233874221,0.0007923149952614755,0.0008962775091941287,106323
pos_patterns.pattern_3,3,32,123,153,+,18.29429295716625,4.662630696192215e-07,1.4908614099470298e-05,211018
pos_patterns.pattern_5,5,33,131,161,-,10.694563043352852,3.8776144842425356e-05,0.0001729760372463372,213189
pos_patterns.pattern_3,3,33,180,210,-,10.216211868040574,7.256292790093399e-05,0.00030147032216736757,213189
pos_patterns.pattern_1,1,33,84,114,+,8.786697618037293,0.00013070823678785687,0.00024008075149492588,213189
pos_patterns.pattern_2,2,33,33,63,+,6.173478687240735,0.0006970283973500196,0.0008276990291507375,213189
pos_patterns.pattern_3,3,33,153,183,-,5.857241797001548,0.0004482461851233678,0.0007216506460303551,213189
pos_patterns.pattern_0,0,34,209,229,-,12.439865261215965,4.129025819565873e-05,0.00013943887614995231,49081
pos_patterns.pattern_3,3,34,158,188,-,7.7533509192164605,0.00021497332662891608,0.0005221371375621558,49081
pos_patterns.pattern_3,3,34,93,123,-,7.07539628546935,0.00028408206269342164,0.0005950176537011468,49081
pos_patterns.pattern_0,0,35,128,148,+,10.37537404988808,0.00015059609631862242,0.0003112384033810266,5610
pos_patterns.pattern_0,0,35,90,110,+,9.440094455787946,0.0002448494433338054,0.0004185019936299824,5610
pos_patterns.pattern_4,4,36,123,153,-,12.23282834057305,2.5627371326587832e-05,7.966180240407603e-05,10770
pos_patterns.pattern_5,5,36,137,167,-,10.870664242065205,3.553166099332358e-05,0.00016369389671596672,10770
pos_patterns.pattern_6,6,36,31,71,-,-24.18219982207685,0.0007804418012474542,0.0009263520331268233,10770
pos_patterns.pattern_3,3,37,110,140,-,9.459647814543837,0.00010445594338660641,0.00036119878575574006,223538
pos_patterns.pattern_0,0,37,69,89,+,7.132313255657836,0.0006184984722494842,0.0007256550864500444,223538
pos_patterns.pattern_1,1,37,212,242,-,7.049047823431387,0.00027558083722191803,0.00043982385768655735,223538
pos_patterns.pattern_3,3,37,188,218,+,6.350443959703139,0.0003718493923960215,0.0006628733699310877,223538
pos_patterns.pattern_3,3,37,46,76,-,4.408616315730203,0.0007395385219440073,0.0008780607785807579,223538
pos_patterns.pattern_0,0,38,126,146,-,13.804565481323884,1.4283830751082863e-05,9.935163406365987e-05,19850
pos_patterns.pattern_0,0,38,1,21,-,12.328947978258624,4.402844206197189e-05,0.00014391151831978885,19850
pos_patterns.pattern_0,0,38,109,129,-,9.246984439232023,0.0002698049520404308,0.0004401575063432416,19850
pos_patterns.pattern_2,2,38,213,243,+,7.551706921450627,0.00041747237122981366,0.0006108776505566208,19850
pos_patterns.pattern_6,6,38,66,106,-,-7.3071230133812985,4.086182965391627e-05,0.00035219649863954983,19850
pos_patterns.pattern_0,0,39,115,135,+,15.048697673247839,2.68044277618174e-06,9.5291060211645e-05,220734
pos_patterns.pattern_0,0,39,90,110,-,12.581295323127533,3.870368345815225e-05,0.00013660248872709432,220734
pos_patterns.pattern_0,0,39,201,221,+,6.646241006024198,0.0007366325489783773,0.0008132250880699489,220734
pos_patterns.pattern_3,3,40,53,83,-,19.144836141683726,1.9532450162840196e-07,9.136846131728581e-06,212495
pos_patterns.pattern_2,2,40,136,166,-,15.567241508119654,2.503818601311791e-06,5.3058192360525436e-05,212495
pos_patterns.pattern_0,0,40,94,114,+,15.120086656053711,2.204810698458463e-06,9.5291060211645e-05,212495
pos_patterns.pattern_3,3,40,152,182,+,7.042367361937595,0.00028408206269342094,0.0005950176537011468,212495
pos_patterns.pattern_1,1,40,30,60,+,4.703246691368497,0.0006957257931712638,0.0008311405185981639,212495
pos_patterns.pattern_6,6,40,108,148,-,-14.96308175306699,0.00016805932349727074,0.000601730975327917,212495
pos_patterns.pattern_5,5,41,57,87,-,13.959657748584815,8.052621116074912e-06,6.133946048706898e-05,243613
pos_patterns.pattern_2,2,41,17,47,+,12.92792741488052,2.759006645438201e-05,0.0001281178818410754,243613
pos_patterns.pattern_4,4,42,75,105,+,13.946070842311823,1.1100950873156284e-05,4.269596489675494e-05,242913
pos_patterns.pattern_0,0,42,66,86,+,11.432252355375681,7.770328193146271e-05,0.0002023187767058345,242913
pos_patterns.pattern_6,6,42,164,204,-,-24.11111884064642,0.0007804418012474542,0.0009263520331268233,242913
pos_patterns.pattern_0,0,43,208,228,-,13.641083224821397,1.7218051652889692e-05,0.00010407103228084975,233611
pos_patterns.pattern_2,2,43,159,189,+,7.613535582002538,0.00040217324331097854,0.0005963523092607457,233611
pos_patterns.pattern_5,5,43,132,162,-,7.183330409036525,0.00015607732526433667,0.00043503719459412205,233611
pos_patterns.pattern_2,2,43,33,63,+,5.499117085565486,0.0008965208692037549,0.0009460344708528532,233611
pos_patterns.pattern_3,3,43,97,127,+,4.551381477945133,0.0007143136606490967,0.0008685228913596247,233611
pos_patterns.pattern_0,0,44,112,132,+,13.238129589801432,2.3870488803368065e-05,0.0001167669295926769,19460
pos_patterns.pattern_2,2,44,81,111,+,8.016841684563941,0.00034580815176376016,0.0005356005327317781,19460
pos_patterns.pattern_3,3,44,197,227,+,3.9538498686728105,0.0008775894167962756,0.0009261712416241454,19460
pos_patterns.pattern_3,3,45,10,40,-,19.064917607210102,2.1627080184008464e-07,9.338462315351347e-06,231631
pos_patterns.pattern_0,0,45,66,86,+,9.205180948690304,0.0002698049520404308,0.0004401575063432416,231631
pos_patterns.pattern_3,3,45,125,155,+,7.432614199924679,0.0002425465482255648,0.0005514604687828787,231631
pos_patterns.pattern_3,3,45,176,206,+,5.950458311603274,0.0004319556085394147,0.0007087495077431384,231631
pos_patterns.pattern_5,5,46,118,148,+,20.077995530926255,1.2475057473409343e-07,4.538339873947192e-06,67932
pos_patterns.pattern_2,2,46,168,198,+,11.768701485814413,6.140546640449541e-05,0.00019824950441672966,67932
pos_patterns.pattern_3,3,46,63,93,+,3.957970700096822,0.0008775894167962756,0.0009261712416241454,67932
pos_patterns.pattern_5,5,46,3,33,+,2.7143172258466777,0.0006711816358591992,0.0008536427074520256,67932
pos_patterns.pattern_6,6,46,208,248,-,-23.04075440733719,0.0006549869259542088,0.0009092965164046962,67932
pos_patterns.pattern_0,0,47,111,131,-,15.006246150843571,2.68044277618174e-06,9.5291060211645e-05,219928
pos_patterns.pattern_2,2,47,54,84,+,14.108519327088855,1.0363034679353362e-05,8.720662035224796e-05,219928
pos_patterns.pattern_3,3,47,25,55,-,4.515885510963977,0.0007143136606490976,0.0008685228913596247,219928
pos_patterns.pattern_5,5,47,88,118,-,3.528162037961044,0.0005251470623263592,0.0007721674574972949,219928
pos_patterns.pattern_6,6,48,72,112,+,21.57991237484449,2.3287529090219245e-08,1.2628632962883479e-06,1802
pos_patterns.pattern_2,2,48,153,183,+,13.177384824052544,2.3752371919495376e-05,0.00012249287377067195,1802
pos_patterns.pattern_0,0,48,142,162,+,11.095080690305368,9.94134561551618e-05,0.00023788749788173605,1802
pos_patterns.pattern_0,0,48,122,142,+,9.687335173170329,0.00022124682345747704,0.0003945650386075641,1802
pos_patterns.pattern_2,2,48,199,229,+,6.5889558772775825,0.000602901036731016,0.0007596553062810811,1802
pos_patterns.pattern_3,3,49,139,169,+,17.09658649547752,1.2889189532324179e-06,2.6256526418266834e-05,268412
pos_patterns.pattern_1,1,49,186,216,-,16.35742062738139,1.8496120050663651e-06,8.080265778995807e-06,268412
pos_patterns.pattern_3,3,49,33,63,+,7.056334726784156,0.00028408206269342094,0.0005950176537011468,268412
pos_patterns.pattern_3,3,49,98,128,-,6.367955292492009,0.0003718493923960219,0.0006628733699310877,268412
pos_patterns.pattern_5,5,49,214,244,+,5.172075279364802,0.0003134627781315759,0.0006263318767591148,268412
pos_patterns.pattern_3,3,49,162,192,-,4.021207222958246,0.0008483233878333836,0.000912051448251597,268412
pos_patterns.pattern_1,1,50,174,204,-,11.27502072143238,3.899655912640092e-05,8.811798553105603e-05,316657
pos_patterns.pattern_5,5,50,204,234,-,9.19368222600332,7.2587405521468e-05,0.00027012244382768513,316657
pos_patterns.pattern_2,2,50,22,52,-,5.644850992072295,0.0008345812431001803,0.000906527901988127,316657
pos_patterns.pattern_2,2,50,97,127,+,5.347730418813693,0.000929086627965975,0.0009646774742934021,316657
pos_patterns.pattern_0,0,51,12,32,+,11.059725409613508,9.94134561551618e-05,0.00023788749788173605,220990
pos_patterns.pattern_0,0,51,112,132,-,9.195398544712418,0.00028276149805606067,0.00044929372820453847,220990
pos_patterns.pattern_0,0,51,153,173,+,9.154876178735513,0.00028276149805606067,0.00044929372820453847,220990
pos_patterns.pattern_0,0,51,132,152,+,8.01603247711483,0.00044599323427973965,0.0005893580489256068,220990
pos_patterns.pattern_4,4,52,155,185,+,15.072187199208724,5.945054147473219e-06,2.7885982528067994e-05,23859
pos_patterns.pattern_0,0,52,195,215,-,13.485724655228895,2.040975505224196e-05,0.00010862054701247111,23859
pos_patterns.pattern_2,2,52,216,246,+,11.04005969980095,9.145110756956986e-05,0.00024729992081747954,23859
pos_patterns.pattern_1,1,52,60,90,-,7.693701648633718,0.00021312673067196147,0.0003578344807363457,23859
pos_patterns.pattern_4,4,53,202,232,-,16.5989166118079,2.085988535462449e-06,1.4291758187570716e-05,74650
pos_patterns.pattern_2,2,53,100,130,-,12.451816686357237,3.927152199150256e-05,0.0001528245705545784,74650
pos_patterns.pattern_5,5,53,128,158,-,7.667028443057728,0.00012978210361048954,0.00038953092264314783,74650
pos_patterns.pattern_4,4,53,179,209,+,6.046820300355886,0.0002916967247673319,0.0005055216100318806,74650
pos_patterns.pattern_1,1,53,69,99,+,3.986157851637725,0.0009403327322564321,0.0009641331465565259,74650
pos_patterns.pattern_0,0,54,191,211,+,7.998780964671621,0.00046303065664687844,0.0006028046287203475,3803
pos_patterns.pattern_2,2,54,156,186,+,6.851978761421272,0.0005404213134042258,0.000711707390703532,3803
pos_patterns.pattern_3,3,54,122,152,-,5.5255211636268795,0.0005003820158111072,0.0007521362522694774,3803
pos_patterns.pattern_3,3,54,204,234,+,4.8699757013524865,0.000643067282501574,0.0008321659608601322,3803
pos_patterns.pattern_3,3,54,53,83,+,3.939683665274884,0.0008775894167962756,0.0009261712416241454,3803
pos_patterns.pattern_5,5,55,106,136,+,21.422860662073248,2.9609611911646176e-08,2.1543545218473596e-06,18326
pos_patterns.pattern_1,1,55,141,171,-,14.944203947180124,4.679188963473817e-06,1.641768978050341e-05,18326
pos_patterns.pattern_0,0,55,85,105,-,9.539291619373259,0.00023287315434572498,0.0004055990056543004,18326
pos_patterns.pattern_3,3,56,162,192,-,15.807060317611095,3.1278155036640653e-06,4.389367756808571e-05,34279
pos_patterns.pattern_0,0,56,228,248,-,11.421246945009099,7.770328193146262e-05,0.0002023187767058345,34279
pos_patterns.pattern_2,2,56,208,238,+,8.086014399120513,0.00034580815176376016,0.0005356005327317781,34279
pos_patterns.pattern_1,1,57,12,42,-,8.686603474197177,0.0001367845715134798,0.0002483749187710131,72233
pos_patterns.pattern_4,4,57,191,221,+,1.9598877638741663,0.0009960111129674104,0.0009960111129674128,72233
pos_patterns.pattern_4,4,58,74,104,-,18.468800416355638,3.297401272670667e-07,5.826235331410577e-06,91
pos_patterns.pattern_5,5,58,33,63,+,15.244035879320926,3.958261993452186e-06,3.779155115920413e-05,91
pos_patterns.pattern_2,2,58,101,131,-,10.764856334622252,0.00010705982955062407,0.00026834028245430614,91
pos_patterns.pattern_5,5,58,153,183,+,10.41276502866429,4.227799350562444e-05,0.00018507586368644746,91
pos_patterns.pattern_5,5,58,199,229,-,4.058707902572873,0.0004486043451108407,0.0007170872486241468,91
pos_patterns.pattern_3,3,60,89,119,-,21.175591397693243,1.820604494766342e-08,2.966998034696632e-06,20047
pos_patterns.pattern_3,3,60,111,141,-,18.956029533738967,2.3913788292379685e-07,1.0067704871091847e-05,20047
pos_patterns.pattern_0,0,60,1,20,-,5.937013617362742,0.0009355070924357263,0.000950626997906879,20047
pos_patterns.pattern_5,5,60,207,237,+,4.58576447137126,0.0003819430038442804,0.0006732662807948467,20047
pos_patterns.pattern_0,0,61,131,151,+,13.329880030725922,2.2105475181888323e-05,0.00011295809748322695,12473
pos_patterns.pattern_2,2,61,111,141,-,11.702526024139617,6.140546640449541e-05,0.00019824950441672966,12473
pos_patterns.pattern_3,3,61,166,196,+,7.230916739473182,0.00026259835816508137,0.000570355505352534,12473
pos_patterns.pattern_3,3,61,56,86,+,5.670745636566112,0.00048244445932316284,0.0007405984225161415,12473
pos_patterns.pattern_3,3,61,32,62,-,3.8384893112688774,0.0009077239500818014,0.0009412605492227546,12473
pos_patterns.pattern_3,3,62,119,149,+,8.946663434844611,0.0001300762882073025,0.00040841852580689387,220482
pos_patterns.pattern_3,3,62,143,173,+,4.952838712470385,0.0006207338755671822,0.0008211436342931155,220482
pos_patterns.pattern_1,1,62,26,56,+,4.824001656144155,0.0006695244061675812,0.0008120306896795704,220482
pos_patterns.pattern_5,5,62,191,221,-,4.551766702608041,0.0003819430038442799,0.0006732662807948467,220482
pos_patterns.pattern_4,4,63,128,158,+,15.391411155096026,4.925274704159832e-06,2.4418556022733348e-05,18476
pos_patterns.pattern_2,2,63,159,189,-,12.91861948445403,2.759006645438201e-05,0.0001281178818410754,18476
pos_patterns.pattern_3,3,63,49,79,-,6.19861653617598,0.000400919191101536,0.0006826571464256689,18476
pos_patterns.pattern_3,3,63,10,40,-,5.707840300298866,0.0004650708760538918,0.0007305777567861509,18476
pos_patterns.pattern_5,5,63,106,136,+,5.556971877023043,0.0002739930550927852,0.0005839649962078553,18476
pos_patterns.pattern_3,3,63,74,104,+,3.9919224548653607,0.0008775894167962756,0.0009261712416241454,18476
pos_patterns.pattern_5,5,64,208,238,+,13.260951435965193,1.1524596836084612e-05,7.646823686836016e-05,53156
pos_patterns.pattern_0,0,64,175,195,-,11.299106840094806,8.795335998001958e-05,0.0002201580396377308,53156
pos_patterns.pattern_5,5,64,54,84,+,7.507973932261606,0.00013470746837538678,0.00039920331217986865,53156
pos_patterns.pattern_2,2,64,192,222,+,7.421866153882653,0.00043329388305903753,0.0006253919761056457,53156
pos_patterns.pattern_3,3,64,76,106,-,5.419125821959316,0.0005188989306592106,0.0007636112431372943,53156
pos_patterns.pattern_1,1,65,182,212,-,15.52921894448956,3.1766345014172496e-06,1.2098361827619883e-05,42548
pos_patterns.pattern_3,3,65,20,50,+,8.860322835047615,0.00013580992092022444,0.0004183608051762036,42548
pos_patterns.pattern_1,1,65,63,93,-,4.620167940694516,0.0007228339539689175,0.0008453932018072179,42548
pos_patterns.pattern_5,5,66,132,162,+,17.122377526685977,1.2246325999023424e-06,1.8456962755671017e-05,17319
pos_patterns.pattern_3,3,66,75,105,+,5.753022002485137,0.0004650708760538912,0.0007305777567861509,17319
pos_patterns.pattern_4,4,66,43,73,-,5.5553148401251855,0.00034211872719200505,0.0005641957957201486,17319
pos_patterns.pattern_1,1,67,56,86,+,10.213796435673151,6.441518509510061e-05,0.00013475777689378793,221157
pos_patterns.pattern_3,3,67,170,200,+,9.78326906404005,9.129715851068783e-05,0.00033814754017301684,221157
pos_patterns.pattern_0,0,67,116,136,-,9.64626897386669,0.00022124682345747704,0.0003945650386075641,221157
pos_patterns.pattern_2,2,67,31,61,-,6.329343402114979,0.000648327842035124,0.0007862914671091957,221157
pos_patterns.pattern_1,1,67,82,112,+,4.265640208079529,0.000840883945487055,0.0009152366539057932,221157
pos_patterns.pattern_3,3,67,216,246,+,4.181504700473605,0.0008199053145063826,0.0009024317317834957,221157
pos_patterns.pattern_1,1,67,187,217,-,4.092682684790418,0.0009060834076513205,0.0009508967650716648,221157
pos_patterns.pattern_5,5,68,1,30,+,19.548524284069316,1.9590938602105614e-07,5.439063217163546e-06,318022
pos_patterns.pattern_4,4,68,38,68,-,9.526324482819609,8.268300043442014e-05,0.00018701159867265383,318022
pos_patterns.pattern_6,6,68,129,169,-,-9.775075701416538,6.634069825542531e-05,0.00042944422386447954,318022
pos_patterns.pattern_0,0,69,100,120,-,14.667311950611253,5.317099748936032e-06,9.5291060211645e-05,19148
pos_patterns.pattern_0,0,69,34,54,-,10.228852207731379,0.00015947960855555704,0.0003242684621644855,19148
pos_patterns.pattern_3,3,69,194,224,+,4.523282737787074,0.0007143136606490967,0.0008685228913596247,19148
pos_patterns.pattern_5,5,70,78,108,-,16.087974453093043,2.470566852732365e-06,2.8960533662584945e-05,116183
pos_patterns.pattern_0,0,70,21,41,+,11.562410863106459,7.30027877580142e-05,0.00019409903726871688,116183
pos_patterns.pattern_3,3,70,38,68,+,8.686285807853682,0.0001479406072968623,0.00043732940202676905,116183
pos_patterns.pattern_6,6,71,183,223,+,16.795024662924803,1.1947495815237165e-07,5.18322193451039e-06,325064
pos_patterns.pattern_4,4,71,218,248,+,2.2173373326967964,0.0009157229090627227,0.0009632716366595348,325064
pos_patterns.pattern_0,0,72,216,236,+,14.482913193864462,7.108310455805638e-06,9.5291060211645e-05,312040
pos_patterns.pattern_2,2,72,187,217,-,14.342441030617564,8.627936377371233e-06,8.379883206521832e-05,312040
pos_patterns.pattern_3,3,72,107,137,+,7.794527005419159,0.00021497332662891554,0.0005221371375621558,312040
pos_patterns.pattern_4,4,73,215,245,-,14.806599127140009,6.70739813631373e-06,2.9796570170769957e-05,110415
pos_patterns.pattern_3,3,73,78,108,+,6.543869417235811,0.0003446387118961455,0.0006453353493325906,110415
pos_patterns.pattern_3,3,73,148,178,-,4.865233542832581,0.0006430672825015747,0.0008321659608601322,110415
pos_patterns.pattern_3,3,73,100,130,+,3.7432641328896437,0.0009387478887710226,0.0009553896724559238,110415
pos_patterns.pattern_6,6,73,1,41,+,-22.007252688853026,0.0005559555821288861,0.0008744123143694808,110415
pos_patterns.pattern_0,0,74,92,112,-,12.12587985276772,5.001386034564351e-05,0.00015346358200794824,217519
pos_patterns.pattern_0,0,74,131,151,+,11.236494664721263,8.795335998001969e-05,0.0002201580396377308,217519
pos_patterns.pattern_0,0,74,154,174,+,8.003687230266287,0.00044599323427973965,0.0005893580489256068,217519
pos_patterns.pattern_0,0,74,30,50,-,7.347228152740273,0.0005760706508226572,0.0006904019965848815,217519
pos_patterns.pattern_4,4,74,60,90,+,3.509573705997293,0.000629122196530216,0.0008070071844137596,217519
pos_patterns.pattern_1,1,75,117,147,-,16.091306006218478,2.2737951602402875e-06,9.504719731736136e-06,238908
pos_patterns.pattern_3,3,75,185,215,+,8.881966964180407,0.00013580992092022444,0.0004183608051762036,238908
